,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChdDSUhNMG9nS0VJQ0FnSUNjeFpfUXpRRRAB,"Very hot,",3.0,0.0,Neutral,2,2.5,2
ChZDSUhNMG9nS0VJQ0FnSUNjeGZmY0hREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjeGZtWFpREAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNjeGY2SjhnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjeGJMYTdnRRAB,,2.0,1.5,Positive,5,2.0,2
ChdDSUhNMG9nS0VJQ0FnSUNjeFpLWF9RRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjeGJ5MlFnEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNjeGRUSER3EAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNjdWVuOUhBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjMmRpUDB3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjbWNuc01BEAE,Fine,4.0,0.2023,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNjNmQzZzV3RRAB,Who ever studies srm they will definitely go out with a fame.,5.0,0.6808,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNjeWJHS3pnRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNjMFk3ZnV3RRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNjMGZTTWZnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNja2JmRW9RRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNja2N1Vi13RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNja2NicE5BEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjNGYtV3hBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNjd2ZueE9nEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNjbm9hb3BnRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNjN3MtUmd3RRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURzaGYtSVZnEAE,"Beware of this place. One of the worst educational institution you'll ever find. Most teachers can't speak proper English. The worst support for whatever query you might have. At every turn they'll ask you to pay for something without ever providing you with a valid bill and if you deny you can't write your exams. Try to save yourself by going to the police for any reason and you'll get suspended. You can't even stand up for yourself. They have male tailor to take measurements for female students and you know rest of the story. Join to lose money ,time and your mind.",1.0,-0.8658,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURzNFlpN0hBEAE,😍,5.0,0.4588,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURzb2JyZ193RRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURzb2ZMaEtREAE,Good environment,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURzdm9qbndnRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURzcnNYQXNBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzdHNmR3ZRRRAB,Good infrastructure to study 👍,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURzcXYyUU9nEAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURzaXNqVmt3RRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURzOHRlMDVRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURzMHFycnZBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzX1BIQW5nRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURzN1AtM3NBRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURzN0pXandnRRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURzN09qQkxnEAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURzdEw3STdnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzbEp6Rk1BEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzNk5yaUVREAE,Indeed a great college . Depend on the student how they utilise the facilities respective of their goals .,5.0,0.7845,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURzcUxfLTdBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzeU1uOHZnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzOE5fbFhBEAE,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSURzOFBQRk5REAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzc0lQSzlRRRAB,,3.0,1.5,Positive,5,3.0,3
ChRDSUhNMG9nS0VJQ0FnSURzMEwxbBAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURzd0s2a0xBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURzd056NWtnRRAB,,2.0,1.5,Positive,5,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUNzXzhXQU9nEAE,"One of best premium private institution promoting UG, PG and Research in many branches of science, Engineering and technology. SRM group presences in sciences, Hotel management, Engineering and technology, and management studies. Also they work on high end research on Nano technology and Nano material science.",4.0,0.7717,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNzMzg3X1R3EAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNzMzhqMnFRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNzOV82MHF3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNzbDltUjhRRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNzczVLOE93EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzdzdDTENBEAE,India 's top 10 Private college,5.0,0.2023,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNzM1otdUhREAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNzbmNpbjVBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzcmZ1d0RBEAE,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNzemZQYkl3EAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNzeGRpVzF3RRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNzaGNxSUtBEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNzbVl1NjZRRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNzNmVMQ0xBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzaVkzLWRBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzNGZLSU1REAE,,2.0,1.5,Positive,5,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUNzb2V6bGFnEAE,worst management you could ever see.,1.0,-0.6249,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNzdm9fYnVnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNzNXZpMC1RRRAB,Heaven on Earth,5.0,0.5106,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNzcHVleHJnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNzcHNiQnVnRRAB,(Translated by Google) Maddalo college ..plzz ayya Miku chepputuna asala vellakandi  (Original) Maddalo college ..plzz ayya Miku chepputuna asala vellakandi,1.0,0.3182,Positive,3,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUNzNHN2X1lBEAE,Good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNzMUtEbjRRRRAB,(Translated by Google) upset  (Original) Supar,5.0,-0.0772,Negative,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNzNUtXR1F3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzeFBMVVpREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzaE1fT2NREAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNzLUk3UE1nEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNzeU9tMU9nEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURNMzZqd0tREAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURNbjh6WDlnRRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURNOTlMMWZBEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURNdTZqUkZBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURNNjhuU3dRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRejhfQzFnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURNODVpVEJnEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURNdUk2STVBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURNd1BYaGpnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURNZ0lpRUNnEAE,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNNajVQSkhREAE,"Ok  But   Bad things     No practical learning      School like treatment        All theory questions for  CSE subjects      Has  mandatory courses  with ""0""credits    Good things       Polite faculties  with a touch of leniency   Punctual in announcing results    Best library  and  canteen services Nice and cooerative deans and Hod's       Systematic approach in conducting examinations",3.0,0.9022,Positive,4,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNNbDdQQWd3RRAB,This institution campus nice.,4.0,0.4215,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNNcThtS0NBEAE,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNNaS16UjdRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNNODV2ZkdBEAE,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNNOC1IYmdRRRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNNdzRtLUhBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNZy1MMm13RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNNX2RqWVFREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNNamRxcVhBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNeFlDUHNBRRAB,nice university,5.0,0.4215,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNNMFpmUllBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNNMGZhTlNREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNNa2JId1VnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNNGFLRmtBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNNam9TZ3NnRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNNakozQ3h3RRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNNcE4zV2dBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUQwbzVpSVZREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUQwN2ZlQkpBEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUQwcmVEcnVnRRAB,One of the Best campus in Chennai,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUQwalluVDB3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUQwamNMUWlnRRAB,Nice place to learn and cherish,5.0,0.6597,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUM0Z05pRlRnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZdjV6azJBRRAB,"This university is completely money minded and profit making organisation ,just visited this university few days back , my brother had got a decent Rank and they had called him for counseling at Kattankulathur campus , counseling was being held in the auditorium when we went there ,a lady asked for DD and then she informed that seats are full in Kattankulathur campus so he can go to new Amravati campus and only if he pays 1 lakh rupees she will get seat in Kattankulathur campus , so I still don’t get that how by paying 1 lakh rupees seats will be available when she mentioned clearly that seats are full. We had gone all the way from North wasting our money and time .Never ever going to suggest this university to anyone.",1.0,0.4404,Positive,3,2.0,2
ChdDSUhNMG9nS0VJQ0FnSURZOV9Pd3FnRRAB,"Great University! From studies to infrastructure all are awesome, it's a better place to start your career not just because of your interest but also to grow. It also gives you opportunities to excel your knowledge and makes you competitive with leadership skills,it truly transform you !!",5.0,0.9691,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURZcDVLS1V3EAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURZaDktc0pREAE,One of the Well reputed universities in the country,5.0,0.2732,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURZMjVXMmpRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURZbV9UQnZRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZNl91XzZnRRAB,Great place.,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURZcS1MaGh3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURZaTZtLUxBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZODhydzF3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURZcmZLdk5BEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURZcFlEcU53EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURZd2UtRUFnEAE,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURZX3ZuUlFBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZdnAtdG5BRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURZM3RMODlBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURZanBfNVNnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBNy1IMTh3RRAB,Nice college. The college starts at 8.50 and ends only at 5.pm.   This college is certainly not suited for Day scholars and most of them will reach home at 8.pm or 9.pm due to train timings and traffic.  The new timetable is not student friendly and is certainly a wrong move by the management.,4.0,0.2434,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURZNXZTaW1RRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZdW91WXdRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURZbXYyNnVnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNnOC1MNjhBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZeW9IYTl3RRAB,Education at it's best,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURZc3NPUUtBEAE,,5.0,1.5,Positive,5,5.0,5
ChRDSUhNMG9nS0VJQ0FnSURZa3BGYxAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZX0otRV9RRRAB,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSURZX0lHN3VnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZOUxDXzRRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZMUtlVjlBRRAB,A1 it's vv good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURZcExLM3NBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZMkptd21BRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURZMktpaVRBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURZb1AtUHNnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZNy1DQ2xnRRAB,worst place only huge buildings but nothing if you have money anybody can go and join in this university.,1.0,0.2263,Positive,3,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUNZdDh1Z1NREAE,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNZbDltM053EAE,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNZNThfVldnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZeDZUbHBBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZdTZfSzhRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNZeV9MR3pRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZNDVLX2p3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3MkpIRUxREAE,My Fav Place,5.0,0.4588,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNZdmF6V3pRRRAB,Okay,3.0,0.2263,Positive,3,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNZLWJpQWJ3EAE,Student life at SRM will forever remain as the best time in my life! I feel so nostalgic now! 2013-2017 <3,5.0,0.8264,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNZaWVibDFRRRAB,"Nice environment,All kinds of facilities available..",4.0,0.4215,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNZMGNhck9BEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNZd2ZXYVhBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZbXViSnl3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZMG8tWDB3RRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNZNHNXQ2p3RRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNZdElMZUNREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNZMUlEbUZREAE,"Well I am a student of SRM institute of science and technology, bsc computer science and trust me it's a great college especially if you're are going for a medical field or engineering course. And talk of extra curricular activities, it's has so many event like Milan, aarush and so much more and also workshops and so much more. So trust me SRM is a great university to consider because of its great prestige.",5.0,0.9778,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNZNUtMbjBRRRAB,The Aerospace department is very well established and staff are very cooperative.,4.0,0.3384,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNZNU9pVXd3RRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNZcE02OE5nEAE,Awesome university,5.0,0.6249,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNZaEpuU0l3EAE,Love this college,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNZaE9UVDhRRRAB,Amazing university to study and grow. A lot of opportunities are given to students. Management students can get practical experience through various events as students are the organizers. Also an internship fair is held every year for providing students paid internships at best companies.,5.0,0.9169,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNZbU9qSXlRRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNZcU91em1BRRAB,"Srm institute of science and technology includes all degree para medical, medical engineering courses. Has hostel facilities for both boys and girls also for teaching staff. Has all kind of facilities inside the campus. Parking lot , bus service, shopping facilities, sports area etc",5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNZcUs2MWhnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNZc1BQdnBBRRAB,Very good college in Chennai exspecilay for North Indian peoples good infrastructure and placement and sports,5.0,0.7264,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNZME03WGNBEAE,It's ok,4.0,0.296,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNZa0xUY0dnEAE,Nice,5.0,0.4215,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNZb1BiNFJnEAE,"This engineering college is just money minded.  In a major cases of medical treated by the SRM medical hospital when the student has gone under 2 major surgeries in the span of 3 month, and still ready to attend classes and exam, what the university does ?  This university easily refused the medilcal leave application with attested certificate from SRM means their own medical college and refused the permission to seat for the exam.   University asked to pay the whole year fees again and to repeat whole year.   Is it so easy for these people? What are these laws and where is the humanity. This happens only in SRM.   its management never thinks about the life of that student before ruining that. Stop killing students dream and esteem.   Please stop this.",1.0,-0.4971,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURvczVxVnhBRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNvNUpQdTRBRRAB,"The college has nice infrastructure and especially in sports it stands at top ranking among other colleges in India. The college has multiple departments like Engineering,arts,law,medical,dental, school of management, horticulture,and also an has modern equipment for researches which is useful for the research scholar,The college gives free medical allowance for students at SRM hospital and also discount on the SRM travels And Also the college has Received A++ in International rating",5.0,0.9062,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURvN1o3UzV3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURvck5QUHdRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURveEpQUTFRRRAB,,1.0,1.5,Positive,5,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURvLUpTbk9REAE,It is totally worst college.  Worst teaching faculty.  No study environment.  Pursuing Engineering from this college is worthless.  Totally business profit making organisation.  If you have to enjoy and waste your dad money then most welcome.  Don't be in that dilemma that India's number 1 private university.   Trust me you will regret it.,1.0,-0.7836,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSURvcU9YNVJ3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURvNEs2LVJBEAE,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURvb0tpYm1nRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURvd09DQklREAE,,2.0,1.5,Positive,5,2.0,2
ChdDSUhNMG9nS0VJQ0FnSURvd05XQmx3RRAB,This is for wonderful opportunity and i really like and love the fruit & vegetable carving chef mr. umashankar teaching very easyly and learn tha much more technically in carving.at the movement is very interesting.thank you chef...,5.0,0.9294,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNvajd6cS1BRRAB,Amazing infrastructure,4.0,0.5859,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNvbDh1Y0l3EAE,"SRM is the biggest Institute for science, It is looking very clean and with good culture among people who is working there and studying there.., I went to hotel management college SRM, It is quite good and big, The kitchen facilities for chef, Is very great, and the college gives good placement to their students,  Nice and the big college.",5.0,0.9594,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNvcC1pOElnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNvcDRDbjBnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvMjdmeVZnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvaTY2NkdBEAE,"The University is just awful,and student hostel is the worst part things get stolen and college takes no action against it rather they tried to supressed the matter and didn't even let the student lodge a police report.",1.0,-0.8555,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNvX2F1MzlnRRAB,,1.0,1.5,Positive,5,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNvX1oyU2tBRRAB,SRMIST is the main branch of Srm universities all over the campuses spread over the india. It has very good atmosphere for students studying here..,5.0,0.4927,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNvOWJ1a0FREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvOFp2SWRREAE,Good Education,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNvOGV2MVNnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNvd2Vpc0RnEAE,Clg life is  excellent.campus placement are good. Labs are very good in srm Ramapuram,5.0,0.7264,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNvd2ZDYlJBEAE,Good for learning environment and the faculty are very helpful academically and Encouraging other social activities like taking active part.,4.0,0.9273,Positive,4,4.0,4
